ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,hhd_member,hhd_member remark,hhd_mem_schling,Main_floorn_material,Main_roofn_material,drinkn_water_sourc,Sanitation_type,hhd_member_own_tv,member_own_stove,member_own_bed,member_own_radio,,
1804,3,33,3316,33161,331611,3316114,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1805,3,33,3316,33161,331611,3316115,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1806,3,33,3317,33171,331711,3317111,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1807,3,33,3317,33171,331711,3317112,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1808,3,33,3317,33171,331711,3317113,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1809,3,33,3317,33171,331711,3317114,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1810,3,33,3317,33171,331711,3317115,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1811,3,33,3317,33171,331712,3317121,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1812,3,33,3317,33171,331712,3317122,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1813,3,33,3317,33171,331712,3317123,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1814,3,33,3317,33171,331712,3317124,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1815,3,33,3317,33171,331712,3317125,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1816,3,33,3318,33181,331811,3318111,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1817,3,33,3318,33181,331811,3318112,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1818,3,33,3318,33181,331811,3318113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1819,3,33,3318,33181,331811,3318114,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1820,3,33,3318,33181,331811,3318115,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1821,3,33,3318,33182,331821,3318211,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1822,3,33,3318,33182,331821,3318212,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1823,3,33,3318,33182,331821,3318213,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1824,3,33,3318,33182,331821,3318214,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1825,3,33,3318,33182,331821,3318215,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1826,3,33,3320,33201,332011,3320111,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1827,3,33,3320,33201,332011,3320112,1,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1828,3,33,3320,33201,332011,3320113,5,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1829,3,33,3320,33201,332011,3320114,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1830,3,33,3320,33201,332011,3320115,5,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1831,3,33,3320,33202,332021,3320211,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1832,3,33,3320,33202,332021,3320212,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1833,3,33,3320,33202,332021,3320213,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1834,3,33,3320,33202,332021,3320214,2,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1835,3,33,3320,33202,332021,3320215,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,No,,
1836,3,33,3320,33203,332031,3320311,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1837,3,33,3320,33203,332031,3320312,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1838,3,33,3320,33203,332031,3320313,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1839,3,33,3320,33203,332031,3320314,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
1840,3,33,3320,33203,332031,3320315,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1841,3,33,3320,33204,332041,3320411,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1842,3,33,3320,33204,332041,3320412,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1843,3,33,3320,33204,332041,3320413,2,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,No,,
1844,3,33,3320,33204,332041,3320414,2,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1845,3,33,3320,33204,332041,3320415,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1846,3,33,3321,33211,332111,3321111,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1847,3,33,3321,33211,332111,3321112,5,,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
1848,3,33,3321,33211,332111,3321113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1849,3,33,3321,33211,332111,3321114,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1850,3,33,3321,33211,332111,3321115,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
1851,3,33,3321,33212,332121,3321211,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1852,3,33,3321,33212,332121,3321212,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1853,3,33,3321,33212,332121,3321213,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1854,3,33,3321,33212,332121,3321214,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1855,3,33,3321,33212,332121,3321215,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1856,3,33,3322,33221,332211,3322111,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,Yes,,
1857,3,33,3322,33221,332211,3322112,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1858,3,33,3322,33221,332211,3322113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1859,3,33,3322,33221,332211,3322114,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1860,3,33,3322,33221,332211,3322115,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1861,3,33,3322,33222,332221,3322211,2,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1862,3,33,3322,33222,332221,3322212,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1863,3,33,3322,33222,332221,3322213,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1864,3,33,3322,33222,332221,3322214,1,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,No,,
1865,3,33,3322,33222,332221,3322215,1,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1866,3,33,3322,33223,332231,3322311,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1867,3,33,3322,33223,332231,3322312,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1868,3,33,3322,33223,332231,3322313,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1869,3,33,3322,33223,332231,3322314,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1870,3,33,3322,33223,332231,3322315,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1871,3,33,3322,33224,332241,3322411,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1872,3,33,3322,33224,332241,3322412,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1873,3,33,3322,33224,332241,3322413,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1874,3,33,3322,33224,332241,3322414,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1875,3,33,3322,33224,332241,3322415,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
1876,4,41,4110,41101,411011,4110111,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1877,4,41,4110,41101,411011,4110112,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1878,4,41,4110,41101,411011,4110113,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1879,4,41,4110,41101,411011,4110114,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1880,4,41,4110,41101,411011,4110115,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1881,4,41,4110,41102,411021,4110211,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1882,4,41,4110,41102,411021,4110212,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1883,4,41,4110,41102,411021,4110213,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1884,4,41,4110,41102,411021,4110214,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1885,4,41,4110,41102,411021,4110215,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1886,4,41,4110,41103,411031,4110311,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1887,4,41,4110,41103,411031,4110312,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1888,4,41,4110,41103,411031,4110313,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1889,4,41,4110,41103,411031,4110314,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1890,4,41,4110,41103,411031,4110315,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1891,4,41,4111,41112,411121,4111211,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1892,4,41,4111,41112,411121,4111212,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1893,4,41,4111,41112,411121,4111213,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1894,4,41,4111,41112,411121,4111214,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1895,4,41,4111,41112,411121,4111215,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1896,4,41,4112,41122,411221,4112211,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1897,4,41,4112,41122,411221,4112212,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1898,4,41,4112,41122,411221,4112213,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
